sentence_id,text,consensus_label
Z030607,"人之有形有色,無不各有自然之理,所謂天性也。",C
Z030608,"惟聖人能盡其性,故即形即色,無非自然之理。",C
Z030620,"天之生人,人之得於天,其具耳目口鼻者,莫不皆有此理。",C
Z030651,"躍如是道理,活潑潑底發出,在面前,如甲中躍出。",A
Z030654,"又曰:""道理散在天下事物之間,聖賢也不是不説,然也全説不得,自是那妙䖏不容説。",C
Z030663,"此只是言君子之教人,但開其端以示人而已,其中自有箇躍如底道理。",N
Z030664,"學者須是識得這箇道理,方知君子教人為甚忠。",N
Z030675,"今人讀書中,亦自有合着急處,若是稍慢處,理㑹未得也。",N
Z030676,"且放過不妨,緊要處須着理㑹。",N
Z030683,"如眼下脩緝禮書,固是合理㑹,若只知有這个,都困了也不得。",N
Z030687,"若就這裡,便與理㑹今樂非古樂,便是不知務。",N
Z030737,"一心之間,渾然天理,動容周旋,造次顛沛,不可違也。",A
Z030739,"雖曰二物,其實一理。",C
Z030748,"言仁而不言人,則不見理之所寓;言人而不言仁,則人不過是一塊血肉耳。",C
Z030776,"此分明説君子不謂性,這性字便不全是就理上説。",C
Z030777,"夫口之欲食、目之欲色、耳之欲聲、鼻之欲臭、四肢之欲安佚,如何自㑹恁地?這固是天理之自然,然理附於氣,這許多却從血氣軀殻上發出来,故君子不當以此為主,而以天命之理為主,都不把那箇當事,但看這理合如何。",B
Z030778,"有命焉有性焉此命字與性字,是就理上説。",C
Z030793,"此性字,專言其理。",C
Z030798,"上面性字是人心,下面性字是道心,上面命字是氣;論貧富貴賤,下面命字是理,論智愚賢不肖。",C
Z030806,"仁之於父子,義之於君臣,禮之於賔主,智之於賢者,聖人之於天道,固是命,然亦便是各得其所受之理,便是性。",C
Z030815,"若本無此理,口自不欲味,耳自不欲聲,目自不欲色,鼻自不欲臭,四肢自不欲安佚。",C
Z030819,"有以理言者,天道流行,付而在人,則為仁義禮智之性,如所謂'五十而知天命,天命之謂性是也。",A
Z030822,此命字却合理與氣而言。,C
Z030829,"命也有性焉此命字專指氣而言,此性字却指理而言。",C
Z030845,"這命便似向來說人心相似,是有兩般命,却不是有兩箇命,有兼氣血說底,有全說理底。",C
Z030849,"所以說有命焉,君子不謂性也這命便是指理而言。",C
Z030851,"這命便是兼氣血而言,其實只是這一箇理,就氣禀論則不同。",C
Z030867,"君子不謂性命一章,只要遏人欲、長天理。",C
Z030871,"""曰:""固有此理,想曾言之。",C
Z030958,"盖義理本平易,却被人求得深了。",N
Z030961,"或問:""可欲之謂善,伊川云:""善與元者,善之長同理。",C
Z030967,"可者天理也,不可者,人欲也。",C
Z030988,"聖人之心,純乎天理,一念之發,無非至善,故曰乾,聖人之分也,可欲之善属焉。",C
Z030998,六五只說黄裳元吉文言》中不過說黄中通理、正位居體而己。,N
Z031047,"但隨許多頭面去說,又不可不逐頭面理會也。",N
Z031069,"孟子》曰:""其為人也寡欲章,只是言天理人欲相為消長分數。",C
Z031070,"其為人也寡欲,則人欲分數少,故雖有不存焉者寡矣;不存焉寡,則天理分數多也;其為人也多欲,則人欲分數多,故雖有存焉者寡矣。",C
Z031071,"存焉者寡,則是天理分數少也。",C
Z031079,"這不是僻道理,是合如此。",N
Z031106,"既不肯做狂,又不肯做狷,一心只要得人說好,更不理會自己所見所得與天理之是非。",N
Z031126,"有禹、湯之徳,便有禹、湯之業;有伊、周之徳,便有伊、周之業,終不如萬石君不言而躬行,凡事一切不理會。",N
Z031127,"有一家,便當理會一家之事;有一國,便當理會一國之事。",N
Z031129,"孟子若不明白說破,只理會躬行,教他自化,如何得化?""賀孫問:""此即《大學》明徳新民之至否?""曰:""然。",N
Z031134,"然而天下之事,雖至纎悉,舉不出於此理,非《集義》不可。",C
Z031147,"中庸》,初學者未當理會升卿。",N
Z031148,"中庸》之書難看,中間説鬼説神,都無理會。",N
Z031149,"學者須是見得箇道理了,方可看此書,將来印證。",N
Z031151,"問《中庸》曰:""而今都難恁理會。",N
Z031153,若且理會文義則可矣。,N
Z031155,"問《中庸大學》之别,曰:""如讀《中庸》,求義理,只是致知功夫,如謹獨修省,亦只是誠意。",N
Z031181,"""若不識得此理,則周子之言,更觧不得。",C
Z031187,"但不易二字,則是事之已然者,自後觀之,則見此理之不可易。",C
Z031194,"""曰:""便是此理難説。",C
Z031197,"天地間物,未甞無相對者,故程先生嘗曰:""天地萬物之理,無獨必有對,皆自然而然,非有安排也。",C
Z031210,"""後面説治怒處曰:""但於怒時,遽忘其怒,反觀理之是非,則於道思過半矣。",C
Z031265,"然到守不得處,只著變而硬守定則不得,至變得来合理,斷然著如此做,依舊是常。",N
Z031273,"問:""中庸二字孰重?""曰:""庸是定理,有中而後有庸。",C
Z031285,"游、楊、吕、侯諸先生解《中庸》,只説他所見一面道理,却不將聖人言語折衷,所以多失。",N
Z031287,"理學最難,可惜許多印行文字,其間無道理底甚多,雖伊、洛門人,亦不免如此。",N
Z031288,"如解《中庸》,正説得數句好,下面便有幾句走作無道理了,不知是如何。",N
Z031289,"舊嘗看《欒城集》,見他文勢甚好,近日看全無道理。",N
Z031296,"若是功罪分明,定是行賞罰,不可毫髪輕重,而今説舉而歸之於仁,更無理㑹。",N
Z031322,"故曰:'天生蒸民,有物有則,物乃形氣,則乃理也。",C
Z031326,"""先生曰:""只是一理,存是存此,養是養,此識得更無走作舜功。",C
Z031337,"問:""既云上智,何以更有人心?""曰:""掐著痛、抓著痒,此非人心而何?人自有人心、道心一箇生於血氣,一箇生於義理。",C
Z031341,"因鄭子上書,来問人心、道心,先生曰:""此心之靈,其覺於理者,道心也,其覺於欲者,人心也,可學。",C
Z031343,"盖覺於理謂性命,覺於欲謂形氣,,可學。",C
Z031347,"如其達性命之理,則雖人心之用,而無非道心。",C
Z031352,"且舜何不先説道心,後説人心大雅》云:""如此則人心生於血氣,道心生於天理。",C
Z031353,"人心可以為善,可以為不善,而道心則全是天理矣。",C
Z031359,"然必有義理存焉,有可以食,有不可以食。",C
Z031366,"然此又非有兩心也,只是義理、人欲之辨爾。",C
Z031374,"問《中庸》始言一理中散為萬事,末復合為一理曰:""如何説?曉得一理了,萬事都在裏面,天下萬事萬物,都要你逐一理㑹過方得。",C
Z031376,"以為反身而誠,則天下萬物之理,皆備於我,萬物之理,須你逐一去看,理㑹過,方可如何㑹反身而誠了,天下萬物之理,便自然備於我,成个甚麽?""又曰:""所謂中散為萬事,便是《中庸》中所説許多事,如智、仁、勇許多為學底道理與為天下國家有九經與祭祀鬼神許多事,聖人經書,所以好看。",C
Z031377,"中間無些子罅隙,句句是實理,無些子空缺處。",C
Z031378,"問《中庸》,始合為一理,,末復合為一理,始合而開,其開也有漸,末後開而復合,其合也亦有漸。",C
Z031379,"天命之謂性,是専言理,雖氣亦包在其中,然説理意較多。",C
Z031396,"率字只是循字,循此理便是道。",C
Z031405,'乃知循性是循其理之自然爾。,C
Z031408,"物物各有箇理,即此便是道。",C
Z031409,"""曰:""總而言之,又只是一箇理否?""曰:""是。",C
Z031418,"性字,通人物而言,但人物氣禀有異,不可道物無此理。",C
Z031420,"物物各有這理,只為氣禀遮蔽,故所通有偏正不同。",C
Z031424,"性善只一般,但人物氣禀有異,不可道物無此理。",C
Z031429,"""曰:""此性字,亦是以理言否?""曰:""是。",C
Z031430,"""又問:""鳶有鳶之性,魚有魚之性,其飛其躍,天機自完,便是天理流行發見之妙處。",A
Z031438,"又云:""天命之性,指理言;率性之道,指人物所行言。",C
Z031439,"或以率性為順性命之理,則謂之道。",C
Z031447,"盖本性,理也,而本賦之性則氣也。",C
Z031509,"即性是自然之理,不容加工。",C
Z031526,"盖釋氏不理㑹常行之道,只要空守著這一箇物事,便喚做道,與《中庸》自不同。",N
Z031527,"""説畢又曰:""闢異端説話,未要理㑹。",N
Z031549,"他都不理㑹是和,非只認得那衣食作息、視聴舉履,便是道,説我這箇㑹説話底。",N
Z031550,"㑹作用底,叫著便應底,便是神通妙用,更不問道理如何。",N
Z031551,"儒家則須是就這上尋討箇道理,方是道。",N
Z031555,"而今學者,就故紙上理㑹,也解説得去,只是都無那快活和樂底意思,便是和這佛家底,也不曾見得似他佛家者,雖是無道理,然他却一生受用,一生快活,便是它就這形而下者之中,理㑹得似那形而上者。",N
Z031556,"而今學者看来,須是先曉得這一層,却去理㑹那上面一層方好,而今都是和這下面一層,也不曾見得,所以和那上面一層,也理㑹不得。",N
Z031557,"又曰:""天地中間物物上,有這箇道理,雖至没緊要底物事,也有這道理。",C
Z031559,"只那日用事物上道理便在上面,這兩箇元不相離,凡有一物,便有一理。",C
Z031561,"""看来博學似箇没緊要物事,然那許多道理,便都在這上,都從那源頭上来。",C
Z031587,"桀、紂亦㑹,手持足履,目視耳聽,如何便喚做道?若便以為道,是認欲為理也。",C
Z031599,"""徐問:""講求義理時,此心如何?""曰:""思慮是心之發了。",N
Z031601,"""(淳○《㝢録》云:""問講求義理,便是此心在/否?""曰:""講求義理属思慮,心自動了是已。",N
Z031624,"問:""道也者,不可須臾離與莫見乎隠兩段,分明極有條理。",N
Z031627,"聖賢不是要作文,只是逐節次説出許多道理。",N
Z031631,"戒謹恐懼,是普説,言道理偪塞,都是無時而不戒謹恐懼,到得隠微之間,人所易忽,又更用謹。",N
Z031672,"問:""不睹不聞與謹獨何别?""曰:""上一節説存天理之本然,下一節説遏人欲於將萌。",C
Z031673,"又問:""能存天理了,則下面謹獨,似多了一截。",C
Z031674,"""曰:""雖是存得天理,臨發時也須㸃檢,這便是他宻處。",C
Z031675,"若只説存天理了,更不謹獨,却是只用致中,不用致和了。",C
Z031683,"問《中庸》戒懼、謹獨,學問辨行,用功之終始曰:""只是一箇道理,説著要貼出来,便有許多説話。",N
Z031700,"""問:""天地未判時,下面許多都已有否?""曰:""事物雖未有,其理則具。",C
Z031717,"""先生又云:""吕家之學,重於守舊,更不論理。",N
Z031745,"""又問:""余國秀謂戒懼是保守天理,謹獨是檢防人欲曰:""也得。",N
Z031773,"如《原壤之歌,乃是大惡,若要理㑹,不可但已。",N
Z031812,"盖是吾心本具此理,皆是合做底事,不容外面旋安排也。",C
Z031814,"然所以合做此事,實具此理,乃未發也。",C
Z031881,"問:""吕氏言中則性也或謂此與性即理也語意似同,銖疑不然。",C
Z031882,"先生曰:""公意如何?""銖曰:""理者,萬事萬物之道理,性皆有之,而無不具者也。",C
Z031883,故謂性即理則可。,C
Z031884,"中者,又所以言此理之不偏倚、無過不及者。",C
Z031906,"伊川謂當靜時,耳無聞,目無見,然見聞之理在始得,及動時,又只是這静底。",C
Z031947,"""正淳曰:""未發時,當以理義涵養。",C
Z031970,"如言一箇理之本,後方就時上事上,說過與不及之中。",C
Z032043,"或問:""致中和,位天地、育萬物,與喜怒哀樂不相干,恐非實理流行處。",A
Z032045,"以至哀矜鰥寡,樂育英材,這是萬物育不是,以至君臣、父子、夫婦、兄弟、朋友、長幼相處相接,無不是這箇,即這喜怒中節處,便是實理流行。",A
Z032046,"更去那處,尋實理流行。",A
Z032062,"有此理,便有此事;有此事,便有此理。",C
Z032063,"如一日克已復禮,天下歸仁如何?一日克已於家,便得天下以仁歸之,為有此理故也。",C
Z032070,"問:""善惡感通之理,亦及其力之所至而止耳。",C
Z032075,"""曰:""此莫是以理言之否?""曰:""然。",C
Z032087,"觀其㑹通,以行其典禮,此方真是義理也。",N
Z032090,此是窮理致知功夫。,N
Z032111,"如伊川云""中者,天下之正道;庸者,天下之定理是也。",C
Z032132,"今却恁地蹺説時,縁是智者過於明,他只去窮高極逺後,只要見得便了,都不理㑹行。",N
Z032138,"且先理㑹此四項,令有着落,又與極髙明、道中庸之義,全不相關。",N
Z032155,"且如賞一人,或謂當重,或謂當輕,於此執此兩端,而求其恰好道理而用之。",N
Z032308,"用則理之見於日用,無不可見也;體則理之隠於其内,形而上者之事,固有非視聽之所及者。",C
Z032311,"或曰:""季丈謂費是事物之所以然某以為費指物而言,隠指物之理而言。",C
Z032313,"以物與理對言之,是如此,只以理言之,是如此。",C
Z032319,"費而隠,只費之中理便是隠。",C
Z032322,"若曰理有已上難曉者,則是聖人亦只曉得中間一截道理,此不然也。",C
Z032323,"問:""至極之地,聖人終於不知,終於不能,何也?不知,是過此以往,未之或知之理否?""曰:""至,盡也。",C
Z032351,"其飛其躍,天機自完,便是天理流行發見之妙處。",A
Z032354,"察者,著也,非察察之察(《去偽録》作非/審察之察)詩中之意,本不為此《中庸》只是借此兩句,形容道體詩》云""遐不作人古注并諸家,皆作逺字,甚無道理記注訓胡字最妙。",N
Z032362,"猶言動容周旋,無非至理;出入語黙,無非妙道,言其上下察也。",C
Z032370,"在人則動静語黙,無非此理。",C
Z032374,"其曰正當處者,謂天理流行處,故謝氏亦以此論曾㸃事。",A
Z032375,"其所謂勿忘、勿助長者,亦非立此在四邊,做防檢,不得犯着,盖謂俱無此,而皆天理之流行耳。",A
Z032381,"子思之意,却是言這道理昭著,無乎不在。",C
Z032394,氣便載得許多理出来。,B
Z032411,"今説却是""將必有事焉作用功處説如何?""曰:""必是如此,方能見得這道理流行無礙也。",A
Z032415,"""文蔚曰:""如天道流行,化育萬物,其中無非實理,洒掃應對,酬酢萬變,莫非誠意寓於其間,是所謂費而隠也。",A
Z032417,"鳶飛魚躍,上下昭著,莫非至理。",C
Z032420,"""文蔚曰:""明道之意,只說天理自然流行。",A
Z032434,至程子則借以言是心之存而天理流行之妙耳。,A
Z032453,"如今許多道理,也只得恁地説,然所以不如古人者,只欠箇古人真見爾。",N
Z032457,"正淳云:""某雖不曾理㑹禪,然看得来,聖人之説,皆是實理,故君君臣臣、父父子子、夫夫婦婦,皆是實理流行。",A
Z032458,"釋氏則所見偏,只管向上去,只是空理流行爾。",A
Z032459,"""曰:""他雖是説空理,然真箇見得那空理流行。",A
Z032460,"自家雖是説實理,然却只是説耳,初不曾真箇見得那實理流行也。",A
Z032462,"如今伶俐者,雖理㑹得文義,又却不曾真見,質朴者又和文義,都理㑹不得。",N
Z032466,"""廣云:""所謂源頭工夫,莫只是存養修治底工夫否?""曰:""存養與窮理工夫,皆要到。",N
Z032467,"然存養中便有窮理工夫,窮理中便有存飬工夫。",N
Z032468,窮理便是窮那存得底;存飬便是飬那窮得底。,N
Z032469,"問語録》云""鳶飛戾天,魚躍于淵此與必有事焉而勿正心之意同或問》中論此云:""程子離人而言,直以此形容天理自然流行之妙。",A
Z032470,"上蔡所謂""察見天理,不用私意盖小失程子之本意。",N
Z032482,"問:""上下察,是此理流行,上下昭著,下面察乎天地,是察見天地之理。",A
Z032486,"如文理宻察,天地明察之察經中察字,義,多如此。",N
Z032487,"(廣○《閎祖録》云:""事地察,天地明/察上下察,察乎天地,文理宻察。",N
Z032555,"若拽轉頭来,便自道理流行。",A
Z032563,有是實理而後有是物。,C
Z032569,"誠者,實有之理。",C
Z032577,"林一之問:""萬物皆有鬼神,何故只於祭祀言之?""曰:""以人具是理,故於人言。",C
Z032628,"㣲之顯、誠之不可掩如此,夫皆實理也。",C
Z032634,"有是理,便有是氣,有是氣,便有是形,無非實者。",C
Z032657,"是説往来屈伸,乃理之自然,非有安排布置,故曰良能也。",C
Z032665,"""曰:""只這數句,便要理㑹。",N
Z032670,"但只是他皆是實理處發見,故未有此氣,便有此理,既有此理,必有此氣。",C
Z032674,"此莫是言理之自然,不待安排。",C
Z032703,"問:""鬼神之為徳,只是言氣與理否?""曰:""猶言性情也。",C
Z032712,"問:""南軒鬼神一言以蔽之曰誠而已此語如何?""曰:""誠是實然之理,鬼神亦只是實理。",C
Z032713,"若無這理,則便無鬼神、無萬物,都無所該載了。",C
Z032715,"徳只是就鬼神言,其情状皆是實理而已。",C
Z032719,"""曰:""伸是神,屈是鬼否?""先生以手圈卓上,而直指其中曰:""這道理圓,只就中分别恁地。",C
Z032737,"""此語何謂?""曰:""這箇亦是實有這理,便如此。",C
Z032745,"""問:""世俗所謂物怪神姦之説,則如何斷?""曰:""世俗大抵十分有八分,是胡説,二分亦有此理,多有是非。",C
Z032751,"""問""自家道理正則自不能相干。",N
Z032758,"然聖人制祭祀之禮,所以事鬼神者,恐不止謂但有此理,須有實事。",C
Z032759,"""曰:""若是見理明者,自能知之。",C
Z032775,"唯我有受福之理,故天既佑之。",C
Z032780,"此意甚好,然此亦其理之常,若堯、舜之子不肖,則又非常理也。",C
Z032834,"若公、榖二子,却是箇不曉事底儒者,故其説道理及禮制處,不甚差下得語恁地鄭重。",N
Z032905,"仁是築底處,試商量如何?伯豐言:""克去己私,復此天理,然後得其脩。",C
Z032907,"然聖賢言仁字處,便有箇温厚慈祥之意,帶箇愛底道理。",N
Z032930,"能知天,則知人、事親、脩身,皆得其理矣。",C
Z032934,"問知仁、勇曰:""理㑹得底是知,行得底是仁,着力去做底是勇。",N
Z032991,事未至而先知其理之謂豫。,C
Z033000,"事到面前,都理㑹得,它人處置不得底事,自家便處置得;它人理㑹不得底事,自家便理㑹得。",N
Z033005,"誠是實理,自然不假修為者也;誠之者,人之道,是實其實理,則是勉而為之者也。",C
Z033007,"問誠者,天之道,誠之者,人之道曰:""誠是天理之實,然更無纎毫作為。",B
Z033008,"聖人之生,其禀受渾然,氣質清明純粹,全是此理,更不待修為,而自然與天為一。",C
Z033009,"若其餘則須是博學、審問、慎思、明辨、篤行,如此不已,直待得仁義禮智與夫忠孝之道,日用本分事,無非實理,然後為誠。",C
Z033010,"有一毫見得,與天理不相合,便於誠有一毫未至。",C
Z033012,"今於日用間,若不實見得是天理之自然,則終是於誠為未至也。",C
Z033016,"此言在人當有真實無妄之知行,乃能實此理之無妄,指人事而言也。",C
Z033017,"盖在天固有真實之理,在人當有真實之功。",C
Z033018,"聖人不思不勉而從容中道,無非實理之流行,則聖人與天如一,即天之道也。",A
Z033021,"程子所謂實理""者,指理而言也;所謂""實見得是,實見得非""者,指見而言也。",N
Z033042,"須當研窮到底,使答者詞窮理盡始得。",N
Z033063,"豈獨此章?今次讀《章句,乃知一篇首尾相貫,只是説一箇《中庸》底道理。",N
Z033074,"自誠明謂之性,誠實然之理,此堯、舜以上事。",C
Z033075,"學者則自明誠謂之教,明此性而求實然之理。",C
Z033078,"此後觀書亦見理,静坐亦見理,森然於耳目之前。",C
Z033080,"或問:""如何是唯天下至誠?""曰:""唯天下至誠,言其心中實是天下至誠,非止一家一國而已,不須説至于實理之極。",C
Z033155,"然物只到得這裏,此亦是教化,是隨他天理流行發見處使之也。",A
Z033163,"人在天地中間,雖只是一理,然天人所為,各自有分,人做得底,却有天做不得底。",C
Z033182,知化育則知天理之流行。,A
Z033194,"撤去籠,則燈之全體著見,其理正如此也。",C
Z033253,"""又問""誠者自成,道者自道曰:""自成是就理説,自道是就我説。",C
Z033254,"有這實理,所以有此萬物;誠者,所以自成也,道却在我自道。",C
Z033263,"如禎祥、妖孽與蓍龜所告、四體所動,皆是此理已形見,但人不能見耳。",A
Z033266,"問誠者,自成也,而道自道也曰:""誠者,是箇自然成就底道理,不是人去做作安排底物事。",C
Z033276,"盖有是實理,則有是天;有是實理,則有是地。",C
Z033277,"如無是實理,則便没這天,也没這地。",C
Z033283,"盖人則有不誠,而理則無不誠者。",C
Z033299,"實有是理,故有是人;實有是理,故有是事。",C
Z033301,"問:""誠者,物之終始㸔来凡物之生,必實有其理而生,及其終也,亦是此理,合到那裏盡了。",C
Z033302,"""曰:""如人之生,固具此理,及其死時,此理便散了。",C
Z033310,"道夫以為誠者,物之終始,始學之士所當盡心,而聖人之所以為聖人者,亦不過如此,正所謂徹上徹下之理也。",C
Z033317,"問:""誠者,物之終始,不誠無物,是實有是理而後,有是物否?""曰:""且㸔他聖人説底正文語脉。",C
Z033318,"盖誠者,物之終始,却是事物之實理,始終無有間斷。",C
Z033320,"在人之心,苟誠實無偽,則徹頭徹尾,無非此理,一有間斷,則就間斷處,即非誠矣。",C
Z033333,"且如草木自萌芽發生,以至枯死,朽腐歸土,皆是有此實理,方有此物。",C
Z033334,"若無此理,安得有此物?",C
Z033345,"誠者,物之終始,物之終始,皆此理也。",C
Z033355,"如兩句,通理之實、人之實而言,有是理則有是物。",C
Z033356,"(天下之物,皆實理之所/為,徹頭徹尾,皆是此理)(所為未有無此/理而有此物也)無是理則雖有是物,若無是物矣。",A
Z033357,"盖物之終始,皆實理之所為也。",A
Z033359,"大意若曰實理為物之終始,無是理則無是物,故君子必當實乎此理也。",C
Z033376,誠只是實然之理。,C
Z033383,"問不誠無物曰:""實有此理,便實有此事。",C
Z033387,"誠者,物之終始,指實理而言;君子誠之為貴,指實心而言。",C
Z033425,"豈可便道自家終不到那田地?只是分别義理,令分明旋做將去。",N
Z033474,"徳性,猶言義理之性曰然。",N
Z033477,"廣大似所謂理一,精微似所謂分殊。",C
Z033479,"問高明是以理言中庸》是以事言否?""曰:""不是理與事極髙明是言心道中庸》是言學底事。",N
Z033507,"某嘗說陸子静説道理,有箇黑腰子,其初説得瀾翻,極是好聽,少間到那緊處時,又却藏了不説,又别尋一箇頭緒,瀾翻起来,所以人都捉他那緊處不着。",N
Z033518,"温故,只是存得這道理在,便是尊徳性;敦厚,只是箇朴實頭,亦是尊徳性。",N
Z033524,"""曰:""就知新言之,便是新来方理㑹得那枝分節解底。",N
Z033551,"然不先立得大者,不能盡得小者,此理愈説愈無窮,言不可盡。",C
Z033552,"如小徳川流,大徳敦化,亦此理。",C
Z033553,"千蹊萬壑,所流不同,各是一川,須是知得,然其理則一。",C
Z033567,"非如今人云略見道理了,便無功夫可做也。",N
Z033569,"問温故如何是存心之属?""曰:""言涵飬此已知底道理,常在我也道《中庸》,何以是致知之属?""曰:""行得到恰好處,無些過與不及,乃是知得分明,事事件件理㑹得到一箇恰好處,方能如此。",N
Z033580,"舉此數事,言大小精粗,一齊理㑹過貫徹了後,盛徳之效,自然如此。",N
Z033588,"若只去理㑹禮文,而不敦厚,則又無以居之。",N
Z033604,"若以為子思做,又却時復有箇子曰字,更没理㑹處。",N
Z033605,"(《賀録》云:""漢卿㸔文/字忒快,如今理㑹)(得了,更要熟讀,方有汁水。",N
Z033606,"某初㸔《中庸》,都理㑹不/得云云,只管讀来讀去,方見得許多章段分明)。",N
Z033607,"盖某僻性,讀書須先理。",N
Z033608,"㑹得這様分曉了,方去涵泳它義理。",N
Z033615,"如揲蓍,兩手皆有數,不可謂一邊有道理,一邊無道理。",N
Z033627,"道理不在這様處,便縱饒有道理,寜有幾何?如㸔此兩段,須先識取聖人功用之大氣象、規模廣大處。",N
Z033644,"然不専在此,只是合鬼神之理。",C
Z033684,"文是文章,如物之文縷,理是條理,每事詳宻審察,故曰足以有别。",N
Z033697,"上章是以聖言之,聖人徳業著見於世,其盛大自如此;下章以誠言之,是就實理上説。",C
Z033698,"其天其淵,實理自是如此。",C
Z033714,"或問:""夫焉有所倚?""曰:""自家都是實理,無些欠闕。",C
Z033717,"經綸大經,他那日用間底,都是君臣、父子、夫婦、人倫之理,更不必倚着人。",C
Z033720,"思謂不更靠心力去思勉他這箇實理,自然經綸大經、立大本、知化育,更不用心力。",C
Z033751,"""明道謂《中庸》,始言一理中散為萬事,末復合為一理。",C
Z033752,"雖曰合為一理,然自然有萬事在。",C
Z033755,"""(賀孫○《義剛録》云:""天下只是這道/理走不得。",C
Z033787,"因問孔子空空,顔子屢空與《中庸》所謂無聲無臭之理,曰:""以某觀《論語》之意,自是孔子叩鄙夫,鄙夫空空,非是孔子空空。",N
Z033797,"""因曰:""前日與公晦論程子鳶飛魚躍,活發潑地,公晦問:'畢竟此理是如何?'廣云:'今言道無不在,無適而非道固是,只是説得死搭搭地。",C
Z033808,"且漸漸思量,若一下便要理㑹得,如何㑹見得意思出?""",N
Z033813,"隂陽之理,有㑹䖏,有分䖏,事皆如此。",C
Z033815,"天地間道理,有局定底,有流行底。",C
Z033822,"伊川言《易變易》也,只説得相對底隂陽流轉而已,不説錯綜底隂陽交互之理。",C
Z033838,"所謂消息之理,其來無窮。",C
Z033844,"這道理在人如何㸔?直㸔是一般道理,横㸔是一般道理,所以謂之《易",C
Z033845,"天地間無兩立之理,非隂勝陽,即陽勝隂,無物不然,無時不然。",C
Z033853,"天地之間,無往而非隂陽,一動一静、一語一黙,皆是隂陽之理。",C
Z033854,"至如揺扇便属陽,住扇便属隂,莫不有隂陽之理。",C
Z033858,"繼之者善,是已發之理;成之者性,是未發之理。",C
Z033875,"至之曰正義》謂易》者,變化之總號,代換之殊稱,乃隂陽二氣生生不息之理。",C
Z033907,"如他《書則元有這事,方説出這箇道理易》則未曾有此事,先假託都説在這裏。",N
Z033921,"如云""敬以直内,義以方外本来只是卜筮,聖人為之辭以曉人,便説許多道理在上。",N
Z033923,"只平居玩味,看他所説道理,於自家所䖏地位,合是如何?故云""居則觀其象而玩其辭;動則觀其變而玩其占孔子所謂學《易》,正是平日常常學之,想見聖人之所謂讀,異乎人之所謂讀,想見胸中洞然於《易》之理,無纎毫蔽䖏,故云可以無大過。",N
Z033924,"""又曰:""聖人繋許多辭,包盡天下之理,止縁萬事不離乎隂陽,故因隂陽中而推説萬事之理。",C
Z033930,"如云'陽在下也又云下也賀孫問:""聖人所以因隂陽説出許多道理,而所説之理,皆不離乎隂陽者,盖縁所以為隂陽者,元本於實然之理。",C
Z033932,"纔有此理,便有此氣;纔有此氣,便有此理。",C
Z033933,"天下萬物萬化,何者不出於此理,何者不出於隂陽?""賀孫問:""此程先生所以説道天下無性外之物。",C
Z033935,"程子言易》中只是言反復往來上下,這只是一箇道理。",C
Z033945,"天下之理,單便動,兩便静。",A
Z033952,"問理與數,曰:""有是理,便有是氣;有是氣,便有是數。",C
Z033958,"問:""理與數,其本也只是一?""曰:""氣便是數。",C
Z033959,"有是理,便有是氣,有是氣,便有是数,物物皆然。",C
Z034026,"隂少於陽氣,理數皆如此。",C
Z034064,"(震一陽離兊二/陽乾三陽巽一)(隂坎艮二/隂坤三隂),雖似稍渉安排,然亦莫非自然之理。",C
Z034085,"邵子所謂《易》,程子多理㑹他底不得。",N
Z034086,"盖他只據理而説,都不曾去問他。",C
Z034108,"只是一箇盈虚消息之理,本是箇小底,變成大底,到那大處,又變成小底。",C
Z034127,"用六日七分,某却不見康節説用六日七分䖏文王卦序,亦不相應,他只用義理排将去。",N
Z034158,"某亦嘗如此理㑹來,尚未得其說。",N
Z034174,"上古民淳,未有如今士人識理義,嶢﨑蠢然而已,事事都曉不得。",N
Z034177,"及後來理義明,有事則便斷以理義。",N
Z034183,"葢古人淳質,不似後世人心機巧,事事理㑹得。",N
Z034184,"古人遇一事理㑹不下,便須去占。",N
Z034187,"若不如此,何縁見得開物成務底道理?即此是《易》之用,人人皆決於此,便是聖人家至戶到以教之也。",N
Z034188,"若似後人事事理㑹得,亦不待占。",N
Z034190,"又曰:""聖人恐人一向只把做占筮㸔,便以義理說出來。",N
Z034195,"問易》以卜筮設教,卜筮非日用,如何設教曰:""古人未知此理時,事事皆卜筮,故可以設教。",N
Z034201,"然伏羲之卦爻也難理㑹,故文王從而為之辭於其閒,無非教人之意。",N
Z034208,"易》本卜筮之書,後人以為止於卜筮,至王弼用老、莊解,後人便只以為理,而不以為卜筮亦非。",N
Z034214,"方伏羲畫卦時,止有竒偶之畫,何嘗有許多說話?文王重卦作繇辭,周公作爻辭,亦只是為占筮設到孔子,方始說從義理去。",N
Z034221,"今學者諱言《易》本為占筮作,須要說做為義理作。",N
Z034222,"若果為義理作時,何不直述一件文字?如《中庸大學》之書,言義理以曉人,須得畫八卦則甚周官》唯大卜掌三《易》之法,而司徒、司樂、師氏、保氏諸子之教國子、庻民,只是教以《詩書》,教以禮樂,未嘗以《易》為教也。",N
Z034226,"且聖人要說理,何不就理上直剖判說?何故恁地回互假托,教人不可曉,又何不别作一書?何故要假卜筮來說,又何故說許多吉凶悔吝?此只是理㑹卜筮後,因其中有些子理,故從而推明之。",N
