sentence_id,text,label_openai,basis_openai,label_gemini,basis_gemini
Z034848,"若能看得有味,則其人亦大段知義理矣。",N,"義理는 도리·의미, 능동·수동 대상 아님",N,의리(義理)는 형이상학적 원리가 아님
Z034849,"葢《易》中說理,是預先說下,未曾有底事,故乍看甚難,不若《大學中庸》有箇準則,讀著便令人識蹊徑詩》又能興起人意思,皆易看。",N,"說理는 설명 행위, 理는 도리 의미로 보임",N,설리(說理)는 '이치를 말하다'는 뜻
Z034851,"雖其說或失之過,識得理後,却細密商量,令平正也。",N,"識得理는 도리 인식, 理가 작용 주체 아님",N,식득리(識得理)는 '이치를 알다'는 뜻
Z034853,"學者只得守此箇義理,固是好。",N,"義理는 도리·의미, 능동·수동 대상 아님",N,의리(義理)는 형이상학적 원리가 아님
Z034858,"易傳》,義理精,字數足,無一毫欠闕。",N,"義理는 도리·의미, 형이상학적 理 아님",N,의리(義理)는 형이상학적 원리가 아님
Z034859,"他人著工夫補綴,亦安得如此自然?只是於本義不相合易》本是卜筮之書,卦辭爻辭,無所不包,看人如何用?程先生只說得一理。",N,文맥상 '理'가 형이상학적 원리 아님,N,道理의 일상적 용법
Z034861,"""又問程《易》於《本義》如何?""曰:""程《易》不說《易》文義,只說道理極處,好看。",N,'道理'가 일상적 의미로 쓰임,N,道理의 일상적 용법
Z034873,"只是推本《繫辭》說程《易》除去解《易》文義處,只單說道理處則如此章說天,專言之則道也以下數句,皆極精。",N,'道理'가 문맥상 일반적 의미,N,道理의 일상적 용법
Z034882,"易傳》言理甚備,象數却欠在。",N,'理'가 형이상학적 원리 아님,C,理가 갖추어져 있음을 서술
Z034885,"易》要分内外卦看,伊川却不甚理㑹。",N,'理㑹'가 일상적 의미로 보임,N,理會는 이해하다의 의미
Z034888,"問伊川《易》說理太多?""曰:""伊川言:'聖人有聖人用,賢人有賢人用。",N,'用'과 결합된 '理'가 일상적 의미,N,道理의 일상적 용법
Z034893,(得理也太多。,U,문장 단편으로 의미 파악 불가,N,道理의 일상적 용법
Z034905,"詩書》,略看訓詁,解釋文義,令通而已,却只玩味本文,其道理只在本文。",N,'道理'가 문장 해석 의미로 쓰임,N,道理의 일상적 용법
Z034907,"程子此書,平淡地慢慢委曲,說得更無餘藴,不是那敲磕逼拶出底義理,平鋪地放在面前。",N,'義理'가 일상적 의미로 쓰임,N,義理는 어휘적 용법
Z034910,"問:""先儒讀書,都不如先生精密,如伊川解《易》,亦甚踈?""曰:""伊川見得箇大道理,却將經來合他這道理,不是解《易又問:""伊川何因見道?""曰:""他說求之六經而得也。",N,'大道理'가 형이상학적 원리 아님,N,道理의 일상적 용법
Z034911,"是於濓溪處,見得箇大道理,占地位了。",N,大道理는 형이상학적 의미 아님,N,道理는 형이상학적 원리가 아닌 일상적 용법
Z034916,"至微者理也,至著者象也。",C,理와 象 대비하나 능동·수동 불명,C,理의 존재를 진술하나 작용 여부 언급 없음
Z034919,此是一箇理、一箇象、一箇辭。,C,理를 하나로 서술하나 작용 언급 없음,C,理의 존재를 진술하나 작용 여부 언급 없음
Z034920,"然欲理㑹理與象,又須辭上理㑹。",N,理㑹는 이해·파악 의미로 보임,N,理會는 '이해하다'는 어휘적 용법
Z034922,"凡於事物,須就其聚處理㑹,尋得一箇通路行去。",N,理㑹가 이해·파악 의미로 쓰임,N,理會는 '이해하다'는 어휘적 용법
Z034933,"天地未有,萬物已具,此是體中有用;天地既立,此理亦存,此是顯中有微。",C,"理存함만 서술, 작용 여부 불명",C,理의 존재를 진술하나 작용 여부 언급 없음
Z034962,"縁是這道理,人人同得看如何?也?自有人見得到底。",N,道理가 일상적 의미로 쓰임,N,道理는 형이상학적 원리가 아닌 일상적 용법
Z034964,"""而意不甚滿於《易》本義葢先生之意,只欲作卜筮用,而為先儒說道理太多,終是翻這窠臼未盡,故不能不致遺恨云。",N,"說道理가 도리 설명, 형이상학 아님",N,道理는 형이상학적 원리가 아닌 일상적 용법
Z034965,"先生問:""時舉看《易》如何?""曰:""只看《程《易》,見其只就人事上說,無非日用常行底道理。",N,道理가 일상적 도리 의미임,N,道理는 형이상학적 원리가 아닌 일상적 용법
Z034970,"""因云:""某少時看文字時,凡見有說得合道理底,須旁搜遠取,必要看得他透。",N,合道理가 이해·합당 의미임,N,道理는 형이상학적 원리가 아닌 일상적 용법
Z034973,"葢縁天下之理,若正說出,便只作一件用。",A,"理作一件用, 작용 주체로 서술됨",C,理가 '정설출'된다는 표현은 있으나 능동/수동 불분명
Z034976,"唯以㧞茅茹之象言之,則其他事類此者,皆可應也啟䝉《警學篇》云:'理定既實,事來尚虚,用應始有,體該本無。",B,"理定既實,用應始有,體該本無 무위 명시",N,"理定, 實理 등 어휘적 용법"
Z034981,"敬之問啟䝉理定既實,事來尚虚,用應始有,體該本無稽。",B,"理定既實,用應始有,體該本無稽 무위 명시",N,"理定, 實 등 어휘적 용법"
Z034982,"實待虚,存體應用,執古御今,以靜制動曰:""聖人作《易》,只是說一箇理,都未曾有許多事,却待他甚麽事來湊。",B,"理只是說一箇理,待事來湊, 無작용 명시",C,理가 '정해져 있다'는 의미로 능동/수동 불분명
Z034984,"若論其理,則先自定,固已實矣。",C,"論其理先自定, 능동·수동 불명확",C,理가 '스스로 정해져 있다'는 의미로 능동/수동 불분명
Z034985,"用應始有,謂理之用實,故有;體該本無,謂理之體該萬事萬物,又初無形迹之可見,故無。",C,"理之用實故有,體該本無, 능동·수동 혼재",C,理의 '용'과 '체'를 설명하나 능동/수동 불분명
Z034986,"下面云稽考實理,以待事物之來,存此理之體,以應無窮之用。",C,"存此理之體,以應無窮之用, 작용 여부 불명확",C,理의 '체'를 '존재'한다고 설명하나 능동/수동 불분명
Z034988,"以靜制動,理便是靜底,事便是動底。",C,"理是靜底,事是動底, 능동·수동 구분 안 됨",C,理를 '정적인 것'으로 비유하나 능동/수동 불분명
Z034989,"且如即鹿無虞,人必陷於林中,君子幾不如舍,往吝其理,謂將即鹿而無虞,人必陷於林中。",N,"吝其理, 일상적 도리 의미로 보임",C,理가 '이르다'는 의미로 쓰였으나 능동/수동 불분명
Z034991,"這箇道理,若後人做事,如求官爵者,求之不已,便是取吝之道;求財利者,求之不已,亦是取吝之道。",N,"道理, 일상적 도리 의미로 보임",N,道理는 어휘적 용법
Z034992,"又如潛龍勿用其理,謂當此時,只當潛晦,不當用。",N,'理'가 어휘적 용법인 '用其理'임.,N,어휘적 용법: '그 이치'를 의미
Z034994,"所謂'君子動則觀其變而玩其占;若是無事之時,觀其象而玩其辭,亦當知其理如此。",N,'知其理'는 이해 의미로 형이상학적 '理' 아님.,N,어휘적 용법: '그 이치'를 의미
Z034996,"某之說《易》所以異於前軰者,正謂其理當,人皆用之,不問君臣上下,大事小事,皆可用。",N,'用之'에서 '理'가 대상어로 쓰임.,N,어휘적 용법: '그 이치'를 의미
Z034998,"聖人作《易》,葢謂當時之民,遇事都閉塞,不知所為,故聖人示以此理,教他恁地做便㑹吉,如此做便㑹㐫必恁地,則吉而可為,如此則㐫而不可為大傳》所謂""通天下之志是也。",N,'示以此理'는 가르침의 대상임.,C,理가 '제시된다'는 의미로 능동/수동 미결정
Z035006,"然其規模甚散,其辭又澁,學者驟去理㑹他文義,已自難曉,又且不曾盡經歴許多事意,都去湊他意不著。",N,'去理'는 문맥상 '이해' 의미임.,N,어휘적 용법: '이해하다'의 理會
Z035007,"所以孔子晩年方學《易》,到得平常,教人亦言""興於《詩,立於禮,成於樂却未曾說到《易又云:""易》之卦爻,所以該盡天下之理,一爻不止於一事,而天下之理,莫不具備,不要拘執著。",N,"'天下之理'는 내용 대상, 능동성 언급 없음.",C,理가 '갖추어져 있다'는 의미로 능동/수동 미결정
Z035008,"今學者渉世未廣,見理未盡,湊他底不著,所以未得他受用。",N,'見理'는 '이해' 의미로 쓰임.,C,理를 '본다'는 의미로 능동/수동 미결정
Z035013,"葢《易》是箇極難理㑹底物事,非他書之比。",N,'難理會'는 '이해하기 어려움' 의미임.,N,어휘적 용법: '이해하다'의 理會
Z035015,"及孔子始取而敷繹為十經,彖象、繫辭、文言、雜卦》之類,方說出道理來。",N,'說出道理'는 '道理'를 설명하는 의미임.,N,어휘적 용법: '도리'를 의미
Z035016,"易》只是空說箇道理,只就此理㑹,能見得如何?不如《詩書執禮》,皆雅言也。",N,"'空說箇道理'는 '도리'를 말함, 능동성 없음.",N,어휘적 용법: '도리'와 '이해하다'의 理會
Z035018,"如《春秋》,亦不是難理㑹底,一年事,自是一年事。",N,理㑹는 이해하다 뜻의 관용어임,N,理會는 '이해하다'는 관용적 용법
Z035020,"今人只管去一字上理㑹褒貶,要求聖人之意,千百年後,如何知得他肚裏事?聖人說出底,猶自理㑹不得,不曾說底,更如何理㑹得?",N,理㑹는 이해하다 뜻의 관용어임,N,理會는 '이해하다'는 관용적 용법
Z035021,"人自有合讀底書,如《大學語孟中庸》等書,豈可不讀?讀此四書,便知人之所以不可不學底道理與其為學之次序,然後更看《詩書禮樂。",N,道理는 일상적 도리 의미임,N,道理는 '도리'라는 일상적 용법
Z035022,"某纔見人說看《易》便知他錯了,未嘗識那為學之序易》自是别是一箇道理,不是教人底書。",N,道理는 일상적 도리 의미임,N,道理는 '도리'라는 일상적 용법
Z035027,"後來孔子見得有是書,必有是理,故因那隂陽消長盈虚,說出箇進退存亡之道理來。",C,有是理라 하나 능동·수동 불명확함,N,道理는 '도리'라는 일상적 용법
Z035029,"今人才說伏羲作《易》,示人以天地造化之理,便非是。",C,天地造化之理라 능동·수동 불명확함,C,天地造化之理는 理의 존재를 언급하나 작용 여부 불분명
Z035030,"自家又如何知得伏羲意思?兼之伏羲畫《易》時,亦無意思,他自見得箇自然底道理了,因借他手畫出來爾,故用以占筮,無不應。",C,自然底道理라 능동·수동 불명확함,N,道理는 '도리'라는 일상적 용법
Z035036,"如《文言中元者,善之長""之類,如《中孚》九二""鳴鶴在隂,其子和之亦不必理㑹。",N,理㑹는 이해하다 뜻의 관용어임,N,理會는 '이해하다'는 관용적 용법
Z035038,葢為學只要理㑹自已胷中事爾。,N,理㑹는 이해하다 뜻의 관용어임,N,理會는 '이해하다'는 관용적 용법
Z035039,"某嘗謂上古之書,莫尊於《易》,中古後書,莫大於《春秋然此兩書,皆未易看,今人才理㑹二書,便入於鑿。",N,理㑹는 이해하다 뜻의 관용어임,N,理會는 '이해하다'는 관용적 용법
Z035040,"若要讀此二書,且理㑹他大義易》則是尊陽抑隂,進君子而退小人,明消息盈虚之理春秋》則是尊王賤伯,内中國而外夷狄,明君臣上下之分。",N,理㑹는 이해하다 뜻으로 형이상학 아님,N,"理會, 道理의 일상적 용법"
Z035041,"問:""讀《易》未能浹洽,何也?""曰:""此須是此心虛明寧靜,自然道理流通,方包羅得許多義理。",C,"自然道理流通, 理 작용 여부 언급 없음",N,道理의 일상적 용법
Z035042,"葢《易》不比《詩書》,它是說盡天下後世無窮無盡底事理,只一兩字,便是一箇道理。",C,"便是一箇道理, 능동·수동 불명확",N,"事理, 道理의 일상적 용법"
Z035043,"又人須是經歴天下許多事變,讀《易》方知各有一理,精審端正。",C,"各有一理, 능동·수동 판단 근거 부족",C,각각의 이치가 있다는 진술
Z035045,"敬之問《易》曰:""如今不曾經歴得許多事,過都自湊他道理不著,若便去看,也卒未得他受用。",N,"道理不著, 일상적 의미로 보임",N,道理의 일상적 용법
Z035046,"孔子晚而好《易》,可見這書卒未可理㑹。",N,"未可理㑹, 理會(이해) 의미임",N,理會의 일상적 용법
Z035059,"人須是就至虚靜中,見得這道理,周遮通瓏方好。",C,"見得這道理, 理 작용 여부 불명확",N,道理의 일상적 용법
Z035061,"此所謂潔淨精微易》之教也(學履○《僴録》云:""未(渾/畫之前,在《易》只是)(然一理,在人只是湛然一心,都未有一物在,便是寂/然不動,喜怒哀樂未發之中也。",B,"寂然不動, 喜怒哀樂未發, 理無작용 명시",C,하나의 이치라는 존재 진술
Z035062,"忽然在這至虚至靜)(之中,有箇象,方發出許多象數吉㓙道理來,所以靈/所以說潔淨精微之謂《易易》只是箇潔淨精微若似)(如今人說得恁地拖泥𢃄水,有甚理㑹處?""○《燾録》云:""/未畫以前,便是寂然不動,喜怒哀樂未發之中,只是)(箇至虚淨而已。",B,"寂然不動, 喜怒哀樂未發, 理無작용 명시",N,理會의 일상적 용법
Z035063,"忽然在這至虚至靜之中,有箇象方/說出許多象數吉㓙道理。",C,"有箇象說出道理, 理 작용 직접 언급 없음",N,道理의 일상적 용법
Z035068,"在《易》則渾然一理,在人則渾然一)(心既有爻畫,方見得這爻是如何,這爻又是如何然/而皆是就這至虚至靜中,做許多象數道理出來此)(其所以靈若是似而今說得來,恁/地拖泥帯水,便都没理㑹處了)。",N,‘理㑹’는 일상적 용법으로 보임,N,理會處는 '이해할 곳'이라는 관용적 용법
Z035078,"其為書也,廣大悉備,包涵萬理,無所不有。",C,‘包涵萬理’로 능동·수동 불명확,N,萬理는 '모든 이치'라는 어휘적 용법
Z035079,"其實是古者卜筮書,不必只說理、象數,皆可說將去。",N,‘說理’는 일상적 용법,N,只說理는 '이치만 말하다'는 어휘적 용법
Z035086,"又云易》難看,不惟道理難尋,其中或有用當時俗語,亦有他事,後人不知者。",N,‘道理’는 일상적 의미,N,道理는 '도리'라는 어휘적 용법
Z035095,"看《易》,且將爻辭看理㑹得後,却看象辭,若鶻突地看,便無理㑹處。",N,‘理㑹’는 일상적 용법,N,"理會得, 無理會處는 '이해하다'는 관용적 용법"
Z035108,"季通云:""看《易》者,須識理、象、數、辭四者,未嘗相離。",N,‘識理’는 일상적 용법,N,識理는 '이치를 알다'는 어휘적 용법
Z035109,"葢有如是之理,便有如是之象;有如是之象,便有如是之數。",C,‘有如是之理’ 존재만 언급함,C,理와 象의 존재 관계를 진술
Z035110,"有理與象數,便不能無辭易》六十四卦、三百八十四爻,有自然之象,不是安排出來。",C,‘有理’ 존재만 언급함,C,理와 象數의 존재 관계를 진술
Z035122,"縁在當時,只理㑹象數,故聖人明之以理。",N,‘理㑹’는 일상적 용법,N,理會는 '이해하다'는 관용적 용법
Z035123,"潔淨精微,謂之《易易》自是不惹着事,只懸空說一種道理,不似它書,便各著事上說。",N,‘道理’는 일상적 의미,N,道理는 '도리'라는 어휘적 용법
Z035132,"""曰:""他說道理,決不錯。",N,道理는 일상적 용법으로 형이상학적 理 아님,N,道理는 '도리'라는 일상적 용법
Z035200,"大率是就義理上看,不過如剛自外來而得中,分剛上而文柔等處看,其餘多在占處用也。",N,"義理는 형이상학적 理 아님, 어휘적 용법임",N,義理는 '의리'라는 일상적 용법
Z035213,"且《程傳賁卦所云,豈有乾坤重而為泰,又自泰而變為賁之理?若其說果然,則所謂""乾坤變而為六子,八卦重而為六十四,皆由乾坤而變""者,其說不得而通矣。",N,"賁之理는 형이상학적 理 아님, 문맥상 어휘적 용법",N,之理는 '이치'라는 일상적 용법
Z035217,"今所謂卦變者,亦是有卦之後,聖人見得有此象,故發於彖辭,安得謂之乾坤重而為是卦,則更不可變而為他卦耶?若論先天一卦,亦無既畫之後,乾一兊二,離三、震四,至坤居末,又安有乾坤變而為六子之理?凡今《易》中所言,皆是後天之易耳。",N,"六子之理는 형이상학적 理 아님, 어휘적 용법임",N,之理는 '이치'라는 일상적 용법
Z035233,"互體自左氏以言,亦有道理,只是今推不合處多。",N,"道理는 일상적 용법, 형이상학적 理 아님",N,道理는 '도리'라는 일상적 용법
Z035244,"王輔嗣又言:'納甲、飛伏,尤更難理㑹。",N,"理㑹는 어휘적 용법, 형이상학적 理 아님",N,理會는 '이해하다'는 어휘적 용법
Z035263,"葢事之斟酌得宜,合理處,便是中,則未有不正者。",N,"合理는 일상적 용법, 형이상학적 理 아님",N,合理는 '합리적'이라는 어휘적 용법
Z035264,"若事雖正,而處之不合時宜,於理無所當,則雖正而不合乎中。",N,"於理無所當은 일상적 용법, 형이상학적 理 아님",N,於理는 '이치에'라는 일상적 용법
Z035271,"凡人做事,須是剖決是非邪正,却就是與正處,斟酌一箇中底道理。",N,"道理는 일상적 용법, 형이상학적 理 아님",N,道理는 '도리'라는 일상적 용법
Z035276,"凡事先理㑹得正,方到得中,若不正,更理㑹甚中?顯仁陵寢時,要發掘旁近數百家墓,差御史往相度,有一人說,且教得中。",N,"理㑹는 어휘적 용법, 형이상학적 理 아님",N,理會는 '이해하다'는 어휘적 용법
Z035277,"曾文清說,只是要理㑹箇是與不是,不理㑹中。",N,理㑹는 '이해하다'의 관용적 용법임,N,理會는 '이해하다'는 의미의 동사
Z035278,"若還不合如此,雖一家不可發掘,何處理㑹中?且如今賞賜人與之,百金為多,五十金為少,與七十金為中。",N,處理㑹는 '처리하다'의 관용적 용법임,N,理會는 '이해하다'는 의미의 동사
Z035283,"若是一向䟽去,却不成道理;若一向密去,却又不是《易》底意思。",N,道理는 일상적 의미로 사용됨,N,"道理는 '도리, 이치'의 일상적 용법"
Z035295,"許多名目,須是逐一理㑹過,少閒見得一箇,却有一箇著落。",N,理㑹는 '이해하다'의 관용적 용법임,N,理會는 '이해하다'는 의미의 동사
Z035299,"然非聖人見識卓絶,盡得義理之正,則所謂隨時取義,安得不差?""曰:""古人作《易》,只是為卜筮,今說《易》者,乃是硬去安排。",N,義理는 일상적 의미로 사용됨,N,"義理는 '의리, 이치'의 일상적 용법"
Z035307,"六十四卦,只是上經說得齊整,下經便亂董董地繫辭》也如此,只是上繫好,看下繫便没理㑹論語》後十篇亦然孟子》末後,却剗地好。",N,理㑹는 '이해하다'의 관용적 용법임,N,没理會는 '이해할 수 없다'는 의미
Z035322,"然小人亦具此理,只是他自反悖了。",C,理가 존재하나 능동·수동 불명확함,C,"理를 갖추고 있다는 진술, 작용 여부 미언급"
Z035356,"太𤣥之說,只是老、莊,康節深取之者,以其書亦挨傍隂陽消長,來說道理。",N,道理는 일상적 의미로 사용됨,N,"道理는 '도리, 이치'의 일상적 용법"
Z035366,"歐陽公所以疑《十翼》非孔子所作者,他《童子問》中,說道仰以觀於天文,俯以察於地理又說""河出圖洛出書,聖人則之只是說作《易》一事,如何有許多般様?又疑後面有許多子曰。",N,地理는 지리(地理)로 형이상학적 의미 아님,N,地理는 '지리'의 일상적 용법
Z035367,"既言子曰,則非聖人自作這箇自是它曉那前面道理不得了,却只去這上面。",N,道理는 일상적 의미로 사용됨,N,"道理는 '도리, 이치'의 일상적 용법"
Z035377,"老蘇說底,亦有去那物理上,看得著處。",N,物理는 일상적 용법으로 형이상학적 理 아님,N,물리(物理)는 형이상학적 理가 아님
Z035381,"朱震說卦畫七八,爻稱九六,他是不理㑹得老隂老陽之變。",N,理㑹는 '이해하다' 의미로 비대상,N,이회(理會)는 '이해하다'는 뜻
Z035387,"""曰:""明仲說得開一件義理,他便說成一片。",N,義理는 일상적 의미로 형이상학적 理 아님,N,의리(義理)는 형이상학적 理가 아님
Z035390,"范氏講義》,於淺處亦說得出,只不㑹深,不㑹密,又傷要說義理多。",N,義理는 일상적 의미로 형이상학적 理 아님,N,의리(義理)는 형이상학적 理가 아님
Z035392,"想當時在講延進讀,人主未必曾理㑹得。",N,理㑹는 '이해하다' 의미로 비대상,N,이회(理會)는 '이해하다'는 뜻
Z035429,"近見一兩人所注,說得一片道理,也都好。",N,道理는 일상적 의미로 형이상학적 理 아님,N,도리(道理)는 형이상학적 理가 아님
Z035433,"須知道理,聖人作《易,還要做甚用?若如此穿鑿,則甚非易簡,而天下之理得矣。",C,"天下之理得矣, 능동·수동 불명확",N,도리(道理)는 형이상학적 理가 아님
Z035436,"但空裏面,須有道理始得。",C,"須有道理, 理 존재 언급 능동·수동 불명확",N,도리(道理)는 형이상학적 理가 아님
Z035437,"若只說道我見得箇空,而不知他有箇實底道理,却做甚用得?譬如一淵清水,清泠徹底,看來一如無水相似。",C,"有箇實底道理, 理 존재만 언급 능동·수동 불명확",N,도리(道理)는 형이상학적 理가 아님
Z035443,"天下只是一箇道理,更無三般兩様。",C,"天下只是一箇道理, 理 하나임만 서술",N,도리(道理)는 형이상학적 理가 아님
Z035444,"若得諸公見得道理透,使諸公之心,便是某心,某之心,便是諸公之心,見得不差不錯,豈不濟事耶?""",N,道理는 형이상학적 원리 아님,N,道理는 '도리'라는 일상적 용법
Z035448,"""某云:""若如此,則聖人作《易》,須得用那偏底在頭上則甚?既是乾、坤,皆是偏底道理,聖人必須作一箇中卦始得。",N,道理는 형이상학적 원리 아님,N,道理는 '도리'라는 일상적 용법
Z035452,"以天地之氣言之,則剛是陽,柔是隂;以君子、小人言之,則君子是剛,小人是柔;以理言之,則有合當用剛時,合當用柔時。",C,理가 작용 여부 언급 없이 조건만 제시함,C,理가 '말하자면'의 의미로 쓰여 작용 여부 불분명
Z035462,"既曰《易》有太極,則不可謂之無,濓溪乃有無極之說,何也?""曰:""有太極是有此理,無極是無形器方體可求。",C,有此理라 하였으나 작용 언급 없음,C,理의 존재를 언급하나 작용 여부 불분명
Z035466,"此是指《易》書曰:""然易》中多是說《易書,又有一兩處說《易》理神。",U,문장 불완전하여 의미 파악 불가,N,易理는 '역의 이치'라는 관용적 용법
Z035467,"如今人所謂精神發揮,乃是變易之不可測處易書》乃為《易》之理冩真。",U,문장 불완전하여 의미 파악 불가,N,易之理는 '역의 이치'라는 관용적 용법
Z035468,"關子明易麻衣易》皆是偽書麻衣易》是南康士人作,今不必問其理,但看其言語,自非希夷作。",U,문장 불완전하여 의미 파악 불가,N,其理는 '그 이치'라는 관용적 용법
Z035477,"曰易》有精有藴,如師貞丈人吉,此聖人之精畫前之《易,不可易之妙理。",U,문장 불완전하여 의미 파악 불가,N,妙理는 '묘한 이치'라는 관용적 용법
Z035512,"問乾坤古無此二字,作易》者,特立此以明道,如何?""曰:""作《易》時,未有文字,是有此理,伏羲始發出,(可學。",C,"理가 있음만 언급, 작용 언급 없음",C,理의 존재를 언급하나 작용 여부 불분명
Z035527,"江德功言:""乾是定理,坤是順理,近是。",C,"定理, 順理라 하였으나 작용 언급 없음",N,"定理, 順理는 '정해진 이치, 순리'라는 관용적 용법"
Z035539,"以此理付之,便有主宰意。",A,主宰意가 理에 부여됨,A,理가 주재하는 의지를 가짐(有主宰意)
Z035554,"""因舉《莊子孰綱維是,孰主張是""十數句曰:""他也見得這道理,如圭峯禪師說知字様。",N,道理가 일상적 용법으로 쓰임,N,道理는 형이상학적 원리가 아님
Z035612,"只是以我之氣,承接其氣,才致精神以求之,便來格,便有來底道理。",C,理가 작용 여부 명확하지 않음,N,道理는 형이상학적 원리가 아님
Z035615,"""徐元震問《中庸》體物而不可遺曰:""所謂體物不可遺者,葢此理於人,初不相離,萬物皆體之,究其極,只是隂陽造化而已。",C,理가 존재하지만 능동·수동 불명확,C,理가 사람과 만물에 있다는 진술
Z035620,"健故不息,惟健乃能不息,其理是自然如此。",C,"理는 자연스러움으로 서술됨, 작용 불명확",C,理가 자연히 그러하다는 진술
Z035627,"乾者,天之性情,指理而言也。",C,理가 性情과 관련되나 작용 언급 없음,C,理를 가리킨다는 진술
Z035641,"乾坤是性情,天地是皮殻,其實只是一箇道理。",C,"理가 하나임만 서술, 능동·수동 불명확",N,道理는 형이상학적 원리가 아님
Z035665,"元亨利貞,理也,有這四段,氣也。",C,"理와 氣 병존, 작용 관계 불명확",C,理와 氣의 관계를 진술
Z035666,"有這四段,理便在氣中,兩箇不曾相離。",B,理가 氣中에 있고 분리되지 않음 강조,C,理가 氣 안에 있다는 진술
Z035668,"所以伊川說""元者物之始;亨者物之遂;利者物之實,貞者物之成這雖是就氣上說,然理便在其中。",C,"理가 氣中에 있음만 서술, 작용 불명확",C,理가 氣 안에 있다는 진술
Z035669,"伊川這說話,改不得,謂是有氣則理便具。",C,理與氣具備關係，未明理之作為,C,理가 具(갖추어짐)로 서술되나 능동/수동 미결정
Z035670,"所以伊川只恁地說,便可見得物裏面便有這理。",C,物內有理，未述理之能動或無為,C,理가 有(있음)로 서술되나 능동/수동 미결정
Z035674,"仁義禮智,似一箇包子,裏面合下都具了,一理渾然,非有先後。",C,理渾然一體，未明理之主動或被動,C,理가 具(갖추어짐)로 서술되나 능동/수동 미결정
Z035684,"理都如此,元亨利貞,只就物上看,亦分明。",C,理分明但未述理之作用方式,C,理가 如此(이와 같음)로 서술되나 능동/수동 미결정
Z035685,"所以有此物,便是有此氣;所以有此氣,便是有此理。",C,氣與理相互存在，未明理作為,C,理가 有(있음)로 서술되나 능동/수동 미결정
Z035686,"故《易傳》只說""元者萬物之始,亨者萬物之長;利者萬物之遂,貞者,萬物之成不說氣,只說物者,言物則氣與理皆在其中。",C,氣理皆在物中，未述理之能動或無為,C,理가 在(있음)로 서술되나 능동/수동 미결정
Z035703,"然發生中,已具後許多道理,此專言也。",C,道理具備但未述理之主動性,C,道理가 具(갖추어짐)로 서술되나 능동/수동 미결정
Z035773,"""曰:""此所謂理定既實,事來尚虚,存體應用,稽實待虚。",C,理定實存，未明理直接作為,C,理가 定既實(이미 확정됨)로 서술되나 능동/수동 미결정
Z035782,"如言存箇天理,不須問如何存他,只是去了人欲,天理自然存。",C,天理自然存，未述理主動或無為,A,天理가 自然存(자연히 존재함)으로 능동적
Z035809,"天下事,有那一箇道理,自然是有。",C,道理自然有，未明理之作為,A,道理가 自然是有(자연히 있음)으로 능동적
Z035813,"讀《易》若通得本指後,便儘說去,儘有道理可言。",N,道理가 일상적 용법으로 쓰임,N,"道理는 '도리, 이치'의 일상적 용법"
Z035814,"敢問本指?""曰易》本因卜筮而有象,因象而有占,占辭中便有道理。",N,道理가 일상적 용법으로 쓰임,N,"道理는 '도리, 이치'의 일상적 용법"
Z035818,"葢潛龍則勿用,此便是道理,故聖人為彖辭、象辭、文言,節節推去無限道理。",N,道理가 일상적 용법으로 쓰임,N,"道理는 '도리, 이치'의 일상적 용법"
Z035820,"先通得《易》本指後,道理儘無窮,推說不妨。",N,道理가 일상적 용법으로 쓰임,N,"道理는 '도리, 이치'의 일상적 용법"
Z035859,"""曰:""凡說文字,須有情理,方是用九。",N,情理가 일상적 용법으로 쓰임,N,"情理는 '정리, 이치'의 일상적 용법"
Z035860,"當如歐公説,方有情理。",N,情理가 일상적 용법으로 쓰임,N,"情理는 '정리, 이치'의 일상적 용법"
Z035877,"他初非理㑹家數者,而此論最得之。",N,理㑹가 일상적 용법으로 쓰임,N,理會는 '이해하다'의 어휘적 용법
Z035894,"大哉乾元》,是説天道流行;各正性命是説人得這道理,做那性命處,却不是正説。",C,道理가 능동·수동 여부 불명확함,N,"道理는 '도리, 이치'의 일상적 용법"
Z035905,"如《程《易》發明道理,大義極精,只於《易》文義,多有强說不通處。",N,道理가 일상적 용법으로 쓰임,N,"道理는 '도리, 이치'의 일상적 용법"
Z035947,"天地是形而下者,只是這箇道理,天地是箇皮殻。",C,道理가 능동·수동 여부 불명확함,C,理가 '이것'으로 지칭되나 작용 여부 불분명
Z035982,"問衞老疑問》中天行健一段,先生批問,他云:""如何見得天之行健?""德明竊謂天以氣言之,則一晝一夜,周行乎三百六十度之中,以理言之,則於穆不已,無間容息,豈不是至健?""先生曰:""他却不是如此,只管去自强不息上討。",A,"天理常行,無間容息 나타나 능동적 작용",A,"理言之,則於穆不已,無間容息,豈不是至健"
Z035986,"要學他如此不息,只是常存得此心,則天理常行,而周流不息矣。",A,"天理常行,周流不息로 理가 작용 주체",A,"天理常行,而周流不息矣"
Z036050,"若只理㑹利,却是從中間半截做下去,遺了上面一截義底小人,只理㑹後面半截君子從頭來。",N,理㑹利는 일상적 용법 '이해' 의미,N,理㑹利
Z036071,"仁是箇道理,須著這人,方體得他,做得他骨子。",N,道理가 형이상학적 원리 아닌 관용적 용법,C,仁是箇道理
Z036100,"然而各正其分,各得其理,便是順,利便是和,處事物莫不皆然。",N,"得其理,處事物 등 일상적 의미로 사용됨",C,各得其理
